"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","1926"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""stain""] [tag=""N.*""] within < s/>"
"Reference","Left","KWIC","Right"
"police.govt.nz","Officers </s><s> Scene of crime officers lift fingerprints from crime scenes and assess potential forensic items such as","blood stained clothing","or weapons. </s><s> They lift, preserve and package evidence. </s><s> Scene of crime officers: </s><s> attend crime scenes and gather,"
"pricecrashfurniture.co.uk","dangerous of all. </s><s> Steens Norfolk </s><s> To get that clean, simplified look in your bedroom there are few things better than","oak stained pine","or pieces that have been painted in muted grey colours. </s><s> The Steens Norfolk range helps you create focal points in the"
"pipelinenews.org","such a thing before..."" </s><s> Yeah Nancy, happens every day, alt-Right wingers running through the halls of Congress with","blood stained machetes","and lying in wait in the Capital Cloakroom with sub-machineguns. </s><s> Though Pelosi''s brain has obviously atrophied"
"tees.ac.uk","bikes without any mess. </s><s> Wayne had the idea after he dropped a chain on his way to work and arrived late for a meeting with","oil stained hands","and a soiled shirt. </s><s> Wayne and Anna worked on Rehook during their spare time, alongside full-time work with software"
"ihavenet.com",". </s><s> My absolute favorite moment of plump surreality? </s><s> I unintentionally triggered a boss cut scene while wearing a","blood stained Servobot","mask. </s><s> It turns out this particular boss was one of those bigheaded mascots for a department store. </s><s> He was grieving over"
"helovia.com","(as built as I) approached me, with battle wounds so obvious it would disgust those of weak stomachs. </s><s> White hair with","blood stained tips",", crimson eyes, and a piercing horn explained his appearance in awe. </s><s> My blue eyes studied him with easy, I did not fear him"
"showrooms.com.au","suits, fob watches. </s><s> Kavanagh. </s><s> When you telephone or visit the Exclusive Stained Glass and Lead Light Studio for your","Sydney stained glass","or leadlight needs, please mention you dis ... </s><s> Cross Country and Road </s><s> Do you want to help make sport happen? </s><s> Volunteers"
"abctales.com","? </s><s> Who decreed what we should wear? </s><s> In the shadows of an alley Lurked that wastrel Bill McNally A cigarette cupped in one","tar stained hand",", In the other was a knife He''d come to take a life </s><s> Search form </s><s> bicycle </s><s> Erin Roberts, a foreign tourist, gets out of a metro"
"ligali.org","of us sell out our courageous Ancestors by accepting medals immortalising the British Empire. </s><s> The recipients of these","blood stained OBE",", MBE, CBE type trinkets often use the name of our families and community to justify their decision, but the Truth is that"
"signature-editions.com","sequence of prose poems. </s><s> While Campbell''s poems tread through numerous territories, making passing reference to ""","teak stained tablemats",""" from Sri Lanka, an ""ersatz cherry wood shelf"" from Bengal, ""dates from Iran,"" and ""mandarins from Morocco,"" the"
"graphic-design.com","flowers, butterflies, and other fanciful images. </s><s> For inspiration, we think this one will fill your dreams ... Words of","Love Stained Glass","Coloring Book </s><s> You can tell that love is in the air when two classic symbols of romance combine in an artistic medley of"
"tenantstogether.org","had a stripped roof for ongoing repairs when rains hit Southern California in early December, so it''s now life with","water stained walls","and floors, but without ceilings and cabinets for tenants. </s><s> ""This is not right for us,"" said Matilda Castillo, who, like"
"gutenberg.net.au","some indefinable quality of surprise or suspense. </s><s> Swann rather awkwardly put out his hand, but Lane ignored it. </s><s> The","blood stained Swann''s","sallow face and he drew himself up. </s><s> ""And Daren, here are other friends of mine,"" said Helen, and she turned him round. </s><s> """
"unicef.org",", I have been working in South Sudan documenting the treatment of three children... </s><s> Read more →← </s><s> Once a month, the fear of","blood stained clothes",", embarassment by peers, and discomfort used to hold 17-year-old Nhima Balde back from school, physical activities"
"hubpages.com","third largest producer of natural rubber. </s><s> Thank you Mathira. </s><s> I am also a lover of good furniture. </s><s> I have a sofa set made of","rubberwood stained black","which I bought recently and that is how I came to know about these. </s><s> I really appreciate your visit and comment-:) </s><s> mathira </s>"
"monasticwales.org","ceramic tiles One of our colleagues who had a very busy year was Martin Crampin. </s><s> Not only did he complete and publish his","book Stained Glass","from Welsh Churches, which contained several images from monastic houses in Wales, he also exhibited his images based"
"abcam.com","below) Ex max: Alexa Fluor® 405 = 402nm / DAPI = 359nm Em max: Alexa Fluor® 405 = 421nm / DAPI = 461nm </s><s> ICC/IF image of","ab6046 stained HeLa","cells. </s><s> The cells were 4% PFA fixed (10 min), permeabilized with 0.1% Triton X-100 for 5 minutes and then incubated in 1%"
"emich.edu","Thumbs (91.3 points) 3. </s><s> Downtown Love (85.8 points) </s><s> Arezo Korourian | Identity and Memory | 11"" x 14"" | watercolor on","tea stained paper","and matboard </s><s> Anastasia Fedorova | Drawing I Final Project: Emotive Self Portrait (detail) | approximately 40"" x 32"" |"
"quiltsforsale.ca",", leaves, flowers, or whatever suits your fancy. </s><s> Pat''s home is smoke-free and pet-free. </s><s> We received the Apple","Tree Stained Glass","Quilt you made - what a beautiful job you did!!! </s><s> Thank you very much for all the hard work and effort. </s><s> We love it and so do the"
"quiltsforsale.ca","the Floral Stained Glass quilt is a panel and there was no panel available in the color palette they desired. </s><s> This Apple","Tree Stained Glass","wall quilt is made with a totally different, much more complex process, to make it appear as stained glass. </s><s> It began with"
"noripcord.com","to discover his current place in life even if some apprehension still lingers. </s><s> He comes to grips with his environment on","near-single Stained Glass",", as he wonders if he''s lost touch with his more careless self (""And I know there''ll be a day/ when I have to go away""). </s><s> As"
"friendslittlebighorn.com",", furiously reviling its author with curses now fully justified, stabbing the indefinable middle distance with a","paint stained finger",": ""Why didn''t he put something RIGHT THERE?"" </s><s> And there, right in front of my filthy fingernail, they were. </s><s> I had been back"
"nobleresearch.org","and thus preventing modTAT●Naglu from recovery using centrifugation, even at 50,000 x g for more than one hr. </s><s> Figure 2","Silver stained SDS-PAGE","gel indicating modTAT●Naglu enzyme following cellulose affinity purification. </s><s> Lane 1: 5μL of protein standards ("
"spanderfiles.com","into the pomegranate and brought his dripping hand to his mouth. </s><s> Spike''s eyes darkened, pupils blown wide as the red","juice stained Xander''s","mouth like blood, trickling down the arch of his neck and beneath his collar. </s><s> Xander grabbed Spike''s other wrist and ate"
"mayococo.ie",". </s><s> Booking essential. </s><s> The Glasshouse, the Quay, Westport, Co Mayo T: 0877981123 www.blueglasshouse.com E: EMAIL </s><s> One","Day Stained Glass","Workshop, Leitrim The Dock, Carrick-on-Shannon Saturday 18 June 2011, 11am – 4pm. </s><s> As part of the on-going education"
"adult-fanfiction.org","of food and water near Itachi, it was apparent he had been awake and able to eat in the interim. </s><s> But there were also","blood stained handkerchiefs","; Itachi might not quite be on death''s door, but he was far from well. </s><s> ""Sasuke, the elders caved. </s><s> Your threat of leaving"
"graphic-design.com",", and engage in other activities reminiscent of the futuristic fiction of H. G. Wells and Jules Verne. </s><s> Full story :","Steampunk Stained Glass","Coloring Book by Jeremy Elder </s><s> Steampunk Designs Coloring Book </s><s> Over 30 detailed drawings depict men and women in"
"my-auction-secrets.com","last and be enjoyed for generations. </s><s> Much of Tiffany''s work no longer exists. </s><s> Without a thought, people threw away","Tifffany stained glass","lampshades; and, church and cathedral stained glass windows have been destroyed over time. </s><s> Some of Tiffany''s stained"
"seedisneyorlando.com","[R2 Romantic Variation Code Geass Lelouch of the Rebellion] zero (japan import) Disney Stained Art Jigsaw dedicated","panel Stained Art","1000 for Peace (51.2x73.7cm) by Tenyo </s><s> Folding Step Stool, Super Strong Plastic 9 Inch Step Stool for Kids and Adults"
"vivausa.org","cause is unknown. </s><s> Infected ducks are weak and unable to stand; and their digestive tracts are swollen and filled with","blood stained fluids",". </s><s> Mortality is high: approximately 40%. </s><s> Medicated feeds According to the Food and Drug Administration, only the"
"nest.co.uk","or meetings. </s><s> Dimensions Table top available in two diameters: 110cm or 130cm Height: 72cm </s><s> Materials & finishes","Black Stained Ash","tabletop. </s><s> Columns in steel tube with supporting round disc in solid 10mm steel plate with a black powder-coated finish"
"glowwormglass.co.uk","to draw back into the mind, a whole set of ideas that seem to be strung to it, or linked one with the other."" </s><s> The history of","Glow-worm Stained Glass","</s><s> Ray Boundy, the owner of Glow-worm, has been making stained glass items since 1980. </s><s> What started out as a hobby - making"
"glowwormglass.co.uk","at local schools and colleges. </s><s> By 1999, Ray had established himself as a leading local expert and decided to set up","Glow-worm Stained Glass",". </s><s> The first premises for Glow-worm was on Fore Street in the village of Plympton St Maurice. </s><s> Having a base to store glass,"
"slotsjam.com","reels looking pretty sinister! </s><s> You will notice on the reels various characters symbols including Dracula himself, a","blood stained Wild","symbol and classic card style icons King and Queen, Jack and Ace presented as shields. </s><s> Spin the reels and this video slot"
"sulekha.com",", he nods his head and disappears for another cuppa cha. </s><s> ''Good progress saar'', he grins exposing a soiled set of betel","juice stained dentition",": he pauses to eject out a wad of areca-tobacco cud and jets out a stream of blood red spittle before continuing, ''lucky,"
"grahamdefense.org",". </s><s> The FBI-led autopsy also failed to detect a bullet wound and bullet lodged in her cheek, blood-matted hair and","blood stained clothing","– prominent features which were immediately detected in a second independent autopsy. </s><s> The concluded only that she had"
"familylawweek.co.uk","let out to see his father on Saturday. </s><s> He said that he had had nose bleeds and thought he was locked in his room. </s><s> There were","blood stained sheets",", carpet and tissue in the bin. </s><s> TA had blood on his nose and looked scared. </s><s> Telephone calls were made to LB but she was"
"wellesley.edu","canvas to rethink what constitutes a painting. </s><s> Gilliam''s revolutionary signature style consists of large swaths of","paint stained canvas","draped and suspended on the wall. </s><s> In Flowers, Gilliam deconstructs different media to form the structural components"
"rice.edu","for the microscopes should check each assigned instrument at least every other day by examining a slide with two","Gram stained smears",", one of which should be kept oil-free. </s><s> Examine the oil-free smear in bright field and check for a clean image with the 4x,"
"adult-fanfiction.org","<s> And it''s not like I am giving you a choice, brat. </s><s> This is your job – and you have to do it."" </s><s> Tsunade grins, displaying a row of","tobacco stained teeth",", chipped in more places than Naruto can count, sending a ripple of wrinkles around her eyes and across the forehead. </s><s> Her"
"delaespada.com","machined on a CNC, with additional carving, assembly and finishing all performed by hand. </s><s> Vivien is available in solid","ash stained bordeaux",", anthracite, bone or olive with a clear matte lacquer finish. </s><s> Above image: Stanley Sofa, Blanche Bergere, Elysia"
"mit.edu","306 exhibits stained glass panels from important churches in Northern Europe, arranged in two ... </s><s> Composite Window of","English Stained Glass","(British, 15th century, accession 12.210.1a-bb); detail, panel in lower right tier; Gallery 306 exhibits stained"
"theshadowlands.net","5,000. </s><s> Reports include tapings, screams, shadows, lights inside, cold fields, and fog. </s><s> Inside, visitors claim to see","blood stained walls",", and smell the scent of decay. </s><s> Many consider it the most haunted place in Chicago land. - June 2008 Update/correction to"
"gutenberg.net.au","all he hated the thought of death of her spirit while her body lived. </s><s> There would be a bloodless murder long before her","blood stained Virey''s","hands. </s><s> But this thought gave Adam pause. </s><s> Was he not dealing with a personality beyond his power to divine? </s><s> What did he"
"cornerdental.ca","typical dental bleaching trays or even with Zoom or other in-office bleaching systems. </s><s> If we can get these results with","tetracycline stained teeth",", imagine the results we can get with just regular-stained teeth! </s><s> There are no Vaccinations Veterinarians currently"
"safe-home.com","Award 2010 for its modular system, quality metal construction and its 24 inch door. </s><s> Choose from white steel, light","oak stained beechwood","with metal gate frame or black metal. </s><s> The VersaGate VG-65 Basic Gate System Features: </s><s> Door Section with 24 inch gate: 40"
"bcmin.us","bled profusely when he got up in the middle of the night in an unfamiliar bedroom in Leon, Mexico. </s><s> The report said papal","blood stained Benedict''s","hair, his pillow and the floor. </s><s> Lombardi confirmed the incident but denied it played any role in the pope''s resignation"
"decorativefilm.com","like a mild chili pepper. </s><s> USDA Zone 3. </s><s> Conventionally grown stock in a 1 gallon pot. </s><s> A SOLYX® product. </s><s> SXRR-8000-T","Creation Stained Glass",". </s><s> THE IMAGE SHOWN is 48 inch wide by 8ft high. </s><s> An amazing film simulating actual stained glass. </s><s> Available as TRANSPARENT"
"dahoovsplace.com","Right: 1) Thomas Augustin O''Shaughnessy ""Printer''s History: 1914"" stained glass window 2) Tiffany Studios: Chicago","Skyline Stained Glass","Window 3) Tiffany Studios ""Solomon"" </s><s> Keren Su / Danita Delimont Flowers and Rocks in Traditional Chinese Garden, China </s>"
"biblio.co.uk",". </s><s> Publisher''s orange cloth, stamped in dark brown with concentric circle pattern, lettered in dark brown to spine, top","edge stained orange","; in the original dust jacket designed by Richard J. L. Tibak. </s><s> About fine with a touch of wear to spine ends; in a near fine"
